response,label
"Here's a sample of The Armor of God from Audible. To get this book using one Audible credit, say buy this. You have one Audible credit. Here's a sample of The Armor of God from Audible. To get this book using one Audible credit, say buy this. You have one Audible credit. Sorry, Iäó»m not sure about that. Here's a sample of The Armor of God from Audible. To get this book using one Audible credit, say buy this. You have one Audible credit. I couldn't find armor of god long version.",1
Here's your news. Here's your news. Here's your news.,10
"You were listening to 10 minutes of Silence. Would you like to resume? You were listening to 10 minutes of Silence. Would you like to resume? Ok, Here's The Art of Living",4
"You have Fast Watch (StopWatch) enabled. Do you want to open it? Your Fast Watch timer has been Started. Say Alexa Time, or Alexa End to get your time 5 seconds and counting You have Fast Watch (StopWatch) enabled. Do you want to open it? Your Fast Watch timer has been Started. Say Alexa Time, or Alexa End to get your time 4 seconds and counting You have Fast Watch (StopWatch) enabled. Do you want to open it? Your Fast Watch timer has been Started. Say Alexa Time, or Alexa End to get your time 4 seconds and counting <Audio only response> For Help, please visit the help pages on the Amazon web site.",12
"<Short audio> For Help, please visit the help pages on the Amazon web site.",14
Getting Mojo in the Morning station from iHeart Radio You have Laugh Box enabled. Do you want to open it? <Audio only response> You have Laugh Box enabled. Do you want to open it? 'Laugh track' is usually defined as prerecorded laughter added to the soundtrack of a radio or television show.,7
"Here's your fact: The African elephant is by far the largest living land mammal. It can weigh up to seven tons. Here's your fact: The African elephant is by far the largest living land mammal. It can weigh up to seven tons. Here's your fact: Black Mamba Venom Can Kill in a Matter of Hours. Here's your fact: The Nile crocodile is the largest reptile in Africa. For Help, please visit the help pages on the Amazon web site.",7
"Here's your news. Here's your news. Here's your news. You have PayPal enabled. Do you want to open it? Welcome to PayPal. To get the most out of your experience, you'll first need to link your PayPal account. I've sent some information to your Alexa app to help you get started For Help, please visit the help pages on the Amazon web site.",0
"<Audio only response> For Help, please visit the help pages on the Amazon web site.",14
"You have my email enabled. Do you want to open it? Please open the Alexa app to reconnect your google account, and then try this skill again. Goodbye. You have my email enabled. Do you want to open it? According to the National Sleep Foundation, the average adult needs around 7 - 9 hours of sleep per night to function at their best, though some people can function on 6 hours of sleep. Newborns can require as many as 17 hours of sleep, while school-age children may need up to 11 hours of sleep. This requirement can vary depending on age. Your ideal bedtime depends on when you must wake up and how much sleep you require. Sorry, I'm not sure. Sorry, Iâm not sure about that. For Help, please visit the help pages on the Amazon web site.",4
<Short audio> <Short audio> <Short audio> <Short audio> How many bandits will be playing today? Y'all come back now hear? Launch me again to resume. <Short audio> How many bandits will be playing today? Y'all come back now hear? Launch me again to resume. <Short audio> How many bandits will be playing today? Y'all come back now hear? Launch me again to resume.,3
"Welcome back! What can I do for you? To play a sound just say play, and then the name of the sound you wish to play. You can say Play thunderstorm, or Play rain, or Play ocean. For a full list of sounds, say List sounds.",14
"You have Today's Health Tip enabled. Do you want to open it? <Short audio> <Short audio> You have Stock Prices by Opening Bell enabled. Do you want to open it? What stock price would you like me to look up? Sorry, I can't find information about alexa, open 3 day rule.. <Audio only response>",9
"Here's your news. Here's your news. Welcome to Knock Knock, are you ready to play?",7
"Here's your news. Here's your news. Here's your news. For Help, please visit the help pages on the Amazon web site.",0
"<Audio only response> <Audio only response> ASK Italian was founded in 1993 and ASK Italian is 26 years old. ""Super Brain: Unleashing the Explosive Power of Your Mind to Maximize Health, Happiness, and Spiritual Well-Being"" by Deepak Chopra was published on January 1, 2012. The London Marathon will take place this Sunday.",3
"You have The Ohio State Skill enabled. Do you want to open it? Welcome to The Ohio State University's Echo Skill. To learn what I can do, ask Ohio State what it can do. How can I help you? Last day of regularly scheduled semester and second-session classes on 20190422. Would you like to hear the next end date? You have The Ohio State Skill enabled. Do you want to open it? Welcome to The Ohio State University's Echo Skill. To learn what I can do, ask Ohio State what it can do. How can I help you? I'm sorry, I could not find the dining location you were looking for. Please try another. <Audio only response> Welcome to The Ohio State University's Echo Skill. To learn what I can do, ask Ohio State what it can do. How can I help you? I can answer questions in athletics, calendar, dining, events, and I can also tell jokes. What would you like help with? Goodbye",1
"Sorry, I don't know that. <Audio only response> <Audio only response>",3
"Hmm. Maybe the skill, PillPopper, can help. Do you want to try it? This might answer your question: 1 apple has 0 micrograms of cholesterol. You have Capital One enabled. Do you want to open it? First you need to finish linking your Capital One account in your Alexa app. You'll know you're done, when you see a screen that says, your Capital One skill is successfully linked. You have Capital One enabled. Do you want to open it? Sorry, I don't know that one. For Help, please visit the help pages on the Amazon web site.",4
"Mosiah 3:16 And even if it were possible that little children could sin they could not be saved; but I say unto you they are blessed; for behold, as in Adam, or by nature, they fall, even so the blood of Christ atoneth for their sins. To continue Say next verse Mosiah 3:16 And even if it were possible that little children could sin they could not be saved; but I say unto you they are blessed; for behold, as in Adam, or by nature, they fall, even so the blood of Christ atoneth for their sins. To continue Say next verse Mosiah 3:17 And moreover, I say unto you, that there shall be no other name given nor any other way nor means whereby salvation can come unto the children of men, only in and through the name of Christ, the Lord Omnipotent. To continue Say next verse 2 Nephi 2:27 Wherefore, men are free according to the flesh; and all things are given them which are expedient unto man. And they are free to choose liberty and eternal life, through the great Mediator of all men, or to choose captivity and death, according to the captivity and power of the devil; for he seeketh that all men might be miserable like unto himself. To continue Say next verse",1
"Messaging with Alexa is not supported on this device. You can use the Alexa app instead. <Audio only response> You have Scryb enabled. Do you want to open it? Welcome to Scribe, what would you like to do? The phone number is: 7201111101",9
"Here's your news. Here's your news. Here's your news. <Audio only response> For Help, please visit the help pages on the Amazon web site.",0
"Are you looking for bitcoin.? Ok, Here's Coinbase Bitcoin/Ethereum Price Hmm, I don't know that. For Help, please visit the help pages on the Amazon web site.",0
<Audio only response> <Audio only response> ESPN Radio from TuneIn. <Audio only response> Getting your Hit Nation station from iHeart Radio,10
"Let's play! At the count of 3 say Rock, Paper, or Scissors. Ready? one, two, three Go! Ok let's play! 3! 2! 1! Boom Boom Chika Boom Boom!! I got ya!! I got ya!!! Ok let's play! 3! 2! 1! Rock!! <Audio only response> For Help, please visit the help pages on the Amazon web site. <Audio only response> For Help, please visit the help pages on the Amazon web site. <Audio only response> For Help, please visit the help pages on the Amazon web site.",3
"Sorry, IÛªm not sure about that. Sorry, I don't know that. Hmm, I don't know that one. Sorry, I don't know that one. For Help, please visit the help pages on the Amazon web site.",7
"It's 4:17 PM. You have Cuckoo Clock enabled. Do you want to open it? Please enable Location permissions in the Amazon Alexa app. You have Cuckoo Clock enabled. Do you want to open it? You have Cuckoo Clock enabled. Do you want to open it? Please enable Location permissions in the Amazon Alexa app. You have Cuckoo Clock enabled. Do you want to open it? Please enable Location permissions in the Amazon Alexa app. For Help, please visit the help pages on the Amazon web site.",7
"Welcome to celebrity coffee quotes. Would you like to hear something that a famous person once said about coffee? Just say ""yes"" or ""no"". Welcome to celebrity coffee quotes. Would you like to hear something that a famous person once said about coffee? Just say ""yes"" or ""no"". Welcome to celebrity coffee quotes. Would you like to hear something that a famous person once said about coffee? Just say ""yes"" or ""no"".",12
"You have Ask My Buddy enabled. Do you want to open it? Welcome to Ask My Buddy, Who would you like to alert ? Sorry, it doesn't appear that you have linked your account yet!You must have an Ask My Buddy account to use this skill. Please use the Alexa app to link your Amazon account with your Ask My Buddy Account. Sorry, Iäó»m not sure about that. You have Ask My Buddy enabled. Do you want to open it? Welcome to Ask My Buddy, Who would you like to alert ? Sorry, it doesn't appear that you have linked your account yet!You must have an Ask My Buddy account to use this skill. Please use the Alexa app to link your Amazon account with your Ask My Buddy Account. Hmm, I don't know that one. For Help, please visit the help pages on the Amazon web site.",1
"Here's your news. Here's your news. Here's your news. Actually, my friend Jimmy Fallon wants to tell a joke, let's give him a shot. For Help, please visit the help pages on the Amazon web site.",3
"Hmm. Maybe the skill, Culver's, can help. Do you want to try it?",6
"I didn't find any open orders for Yichen I didn't understand. Would you like package delivery notifications? Sorry, I'm not sure. <Audio only response> For Help, please visit the help pages on the Amazon web site. <Audio only response> For Help, please visit the help pages on the Amazon web site. <Audio only response> For Help, please visit the help pages on the Amazon web site.",8
Welcome to YouVersion Bible. What would you like me to read? Welcome to YouVersion Bible. What would you like to hear? Welcome to YouVersion Bible. What would you like to hear?,1
"<Audio only response> I found a few matches for that. You have Instant Cena enabled. Do you want to open it? <Short audio> You have Instant Cena enabled. Do you want to open it? I canÛªt find that skill. To find skills, go to the Skills section of the Alexa App. For Help, please visit the help pages on the Amazon web site.",3
"<Audio only response> Sounds like it's time for bed. Good night. Hmm, I'm not sure.",4
"Welcome to Operator! Which level would you like to play? Please reply with either: easy, medium, hard, or evil. Hmm, I have a few skills that can help. Hmm. Maybe the skill, Rainbow 6 Character Randomizer, can help. Do you want to try it?",3
"You have TideGuide enabled. Do you want to open it? Welcome to tide guide. I can give you the high and low tide times for many coastal locations. Supported phrases include: What are the high tides for Santa Barbara? What are the tides for Los Angeles on Tuesday? What is the next low tide in Boston? and set my default city and state to Miami, Florida. If you set a default city and state you simply have to say, What are the tides today. Which city or location would you like the tide report for? You have TideGuide enabled. Do you want to open it? Here's your news. For Help, please visit the help pages on the Amazon web site.",6
"The word Quixotic means very idealistic, unrealistic and impractical. It's noun form, 'quixotry', set record for the highest scoring turn in scrabble. Here is a literary fact... The only fan letter Richard Dawkins has ever written was to Douglas Adams; to his delight, he got one back. ... Would you like a new fact? Or perhaps you want a new vocabulary word? Welcome to Today's Word of the Day... Ask me for a word, or ask for a literary fact. I'm an AI vocabulary assistant made by UC Berkeley and UCLA graduates to make you smarter. I can run at different levels, either to help new English learners or to boost native speakers who want advanced vocabulary. Ask me for a word. Or, ask for a literary fact. Come back later to get a new word or literary fact!",1
"Hello, I am going to begin by asking you a few questions about yourself, to calculate how many years you have left to live. Please try to answer your questions with numbers, to help with my calculation. Tell me to begin when you are ready. Hello, I am going to begin by asking you a few questions about yourself, to calculate how many years you have left to live. Please try to answer your questions with numbers, to help with my calculation. Tell me to begin when you are ready. <Audio only response>",3
"You have Harry Potter Facts enabled. Do you want to open it? Here's your fact: The word ""Muggle"", meaning a non-magical person, was added to the Oxford English Dictionary in 2003. You have Harry Potter Facts enabled. Do you want to open it? Ok, Here's Movie Trivia You have Harry Potter Facts enabled. Do you want to open it? Here's your fact: The word ""Muggle"", meaning a non-magical person, was added to the Oxford English Dictionary in 2003. For Help, please visit the help pages on the Amazon web site.",7
"Welcome to Smart Dictionary. What would you like to look up? You have Smart Dictionary enabled. Do you want to open it? Welcome to Smart Dictionary. What would you like to look up? You have Smart Dictionary enabled. Do you want to open it? You have Smart Dictionary enabled. Do you want to open it? Welcome to Smart Dictionary. What would you like to look up? curiosity. Curiosity is the urge you feel to know more about something. If you find a diary in a coffee shop, curiosity will make you want to look inside äóî but respect for the writer's privacy may convince you not to. Would you like to hear the rest of the definition?",1
"You have ESPN enabled. Do you want to open it? Welcome to ESPN, What would you like to do? Now playing ESPN radio. ESPN Radio from TuneIn. For Help, please visit the help pages on the Amazon web site.",6
"Welcome to theDisney trivia for buttons. This game supports up to 4 players. How many players will be playing? Welcome to theDisney trivia for buttons. This game supports up to 4 players. How many players will be playing? Which skill do you want to enable? You have Fan Disney Trivia Game (For Buttons) enabled. Do you want to open it? Welcome to theDisney trivia for buttons. This game supports up to 4 players. How many players will be playing? This is a general knowledge trivia game adapted to work with echo buttons. In order to play the game, each player must check in by pressing an Echo Button. Would you like to continue and check players in for the game? Ok, see you soon!",3
"Here's your news. Here's your news. You have ESPN enabled. Do you want to open it? <Audio only response> You have ESPN enabled. Do you want to open it? You have NBC News enabled. Do you want to open it? Welcome to nbc news,you can ask what's trending get the top topics or ask for breaking news. Which would you like to hear? âThanks for being patient. We are not as good as lester holt.The NBC news skill is your voice guide to the latest news stories on NBC news dot com.You can ask for what's trending or for breaking news,or for our top topics, like Politics, Business, and health.Don't forget to check NBC news dot com for more in-depth coverage.What would you like to listen to? Good bye . You have NBC News enabled. Do you want to open it? Welcome to nbc news,you can ask what's trending get the top topics or ask for breaking news. Which would you like to hear? âThanks for being patient. We are not as good as lester holt.The NBC news skill is your voice guide to the latest news stories on NBC news dot com.You can ask for what's trending or for breaking news,or for our top topics, like Politics, Business, and health.Don't forget to check NBC news dot com for more in-depth coverage.What would you like to listen to? Good bye . You have NBC News enabled. Do you want to open it? Welcome to nbc news,you can ask what's trending get the top topics or ask for breaking news. Which would you like to hear? âThanks for being patient. We are not as good as lester holt.The NBC news skill is your voice guide to the latest news stories on NBC news dot com.You can ask for what's trending or for breaking news,or for our top topics, like Politics, Business, and health.Don't forget to check NBC news dot com for more in-depth coverage.What would you like to listen to? Good bye .",6
"Welcome to Lie Detector! This game requires Alexa buttons. Each player should have their own button. How many players will there be? Welcome to Lie Detector! This game requires Alexa buttons. Each player should have their own button. How many players will there be? Welcome to Lie Detector! This game requires Alexa buttons. Each player should have their own button. How many players will there be? Welcome to Lie Detector! This game requires Alexa buttons. Each player should have their own button. How many players will there be? Lie Detector is a simple game you play with your friends and Alexa Buttons. Each round, one player will be picked to be the counter. All other players will close their eyes. The alexa will then flash the counter's button yellow a random number of times and ask them to say the number they counted. The counter can choose to say the real number, the truth, or they can choose to say a different number, a lie. We'll then ask all players to open their eyes and each give a guess to if the counter was telling the thruth or lying. Correct guesses will earn the guesser one point. Each incorrect guess will earn the counter a point. How many players do you want to play with? Thanks for playing, lie detector! If you liked this game, please consider rating it in your alexa app.",3
"Lucky Dog contains mature content that may not be suitable for all ages Hmm, I don't know that. Hmm, I don't know that one.",3
"Schedule information for the next Cowboys game is not yet available. Sorry, I don't know that one. For Help, please visit the help pages on the Amazon web site.",6
"Here's your news. You have NBC News enabled. Do you want to open it? Welcome to nbc news,you can ask what's trending get the top topics or ask for breaking news. Which would you like to hear? âThanks for being patient. We are not as good as lester holt.The NBC news skill is your voice guide to the latest news stories on NBC news dot com.You can ask for what's trending or for breaking news,or for our top topics, like Politics, Business, and health.Don't forget to check NBC news dot com for more in-depth coverage.What would you like to listen to? Good bye .",6
"Guess the Animal. I will ask you 5 questions, try to get as many right as you can. Guess the Animal based on the clues provided. This animal is a mammal, it lives on land, has fur, is omnivorous, is smaller than a person and is slighly smaller than a medium sized domestic dog, is viviparous, meaning it gives birth to living babies, lives on every continent except Antarctica, is warm blooded, is in the Canine family, and has bushy tail with a point at the end. Guess the Animal. <Short audio> Sorry, I don't know that.",1
"Instead of being rich, you get to be poor. You're still poor. Sorry, I didnÛªt get that. Guess what. You are poor. Henry Varnum Poor was an American architect, painter, sculptor, muralist, and potter. He was a grandnephew of the Henry Varnum Poor who was a founder of the predecessor firm to Standard & Poor's. Hmm, I have a few skills that can help. For Help, please visit the help pages on the Amazon web site.",7
"Hmm, I don't know that one. doge is happy doge dislikes cate",7
Welcome to Calorie Tracker. What would you like me to do? Welcome to Calorie Tracker. What would you like me to do? Are you looking for nutrition label for a big mac.?,4
"<Audio only response> <Audio only response> Welcome to Fidget Spinner! In this game, you get to choose a spinner and a special ability. I will spin the fidget and tell you the number of spins. If the number of spins is high enough, you can unlock higher levels with new spinners and new abilities. You are on level 1. What kind of fidget spinner do you want? Say, 1, for two pointed spinner, 2, for camouflage spinner, or, 3, for rubber spinner. <Audio only response> For Help, please visit the help pages on the Amazon web site.",3
"<Audio only response> Gordon Ramsay contains mature content that may not be suitable for all ages If Jesus could walk on water and humans are 78 percent water, if I walk on someone, does that make me 78% Jesus? For Help, please visit the help pages on the Amazon web site.",7
"Ok, Here's StockTicker You have Waste Management enabled. Do you want to open it? <Audio only response> Based in Houston, Texas, Waste Management is North America's largest environmental solutions company, providing trash and recycling collection to more than 20 million customers, as well as transfer, recycling, resource recovery and disposal services.",0
"Sorry, your device isn't supported right now. Please try again soon. Sorry, I'm not sure.",5
"Hmm, I don't know that one. Hmm, I'm not sure. You have Doctor Steve's Fun Facts enabled. Do you want to open it? Welcome to Doctor Steve's Fun Facts. You can get a random fact by saying, tell me a fun fact. You can exit by saying cancel or stop. Stool is 75 percent water. The other 25 percent is mostly dead bacteria, undigested fiber, and mucus. For another fact please say, tell me another fact. To quit say, stop. Sorry, I'm having trouble accessing your Doctor Steve's Fun Facts skill right now Sorry, I'm having trouble accessing your Doctor Steve's Fun Facts skill right now Hmm, I don't know that one. For Help, please visit the help pages on the Amazon web site.",7
<Short audio> You have The Tonight Show enabled. Do you want to open it? <Short audio> You have The Tonight Show enabled. Do you want to open it? I couldn't find any enabled video skills that can play that. Go to the Alexa app to manage your video skills and devices.,5
"You were listening to Visualize a Safe Place Would you like to resume? Welcome to ""Meditation Timer"". How long would you like to meditate for? You were listening to Visualize a Safe Place Would you like to resume? Sorry, this is not a valid command. Please say help to hear commands. You were listening to Visualize a Safe Place Would you like to resume? Welcome to ""Meditation Timer"". How long would you like to meditate for? You were listening to Visualize a Safe Place Would you like to resume? Sorry, this is not a valid command. Please say help to hear commands. Welcome back! Say, ""play meditation"", to begin today's meditation of the day, Visualize a Safe Place. You are listening to Guided Meditation by Stop, Breathe and Think. You can say, play meditation, to begin the meditation of the day.",4
"<Audio only response> For Help, please visit the help pages on the Amazon web site.",14
"Welcome to Meditation Studio. Weäó»re happy youäó»re here. We have guided meditations to help you feel great. You can request a meditation by topic, teacher or meditation. Our topics on Alexa are Sleep, Stress, Happiness and Performance. What would you like to play today? 'Next' is usually defined as immediately following in time or order.",4
"What would you like to do? For example, you can say: print a mandala, or print a guitar. . However, you need to link your Google Account so I can find your printers. Please go to your Alexa app to link your Google account. Please go to your Alexa app to link your Google account. Please go to your Alexa app to link your Google account. Sorry, I'm not sure. For Help, please visit the help pages on the Amazon web site.",3
"Actually, my friend Jimmy Fallon wants to tell a joke, let's give him a shot. Anti-Joker contains mature content that may not be suitable for all ages For Help, please visit the help pages on the Amazon web site.",7
"Here's your news. Here's your news. Here's your news. Here's your news. For Help, please visit the help pages on the Amazon web site.",7
"What is wrong today? ""Complaint"" by Buju Banton featuring Garnett Silk was released on July 18, 1995. Listener formed in 2002. What is wrong today? What is wrong today? You can complain to me about your day, job, or life and I will listen to you. Or you can say exit... What can I help you with? Goodbye!",9
"You have The American Heart Association enabled. Do you want to open it? The American Heart Association has been working to reduce disability and deaths caused by heart disease since 1924. Heart disease is the leading cause of death globally, and can cause numerous problems including heart attack or stroke. Would you like to learn about heart attacks, learn about strokes, or learn CPR? Sorry, I didn't get it. Can you please say it again!! You have hypno therapist enabled. Do you want to open it? <Audio only response> You have hypno therapist enabled. Do you want to open it? Hmm. Maybe the skill, Therapy, can help. Do you want to try it?",4
"Your quick reading is Universe. It depicts a golden women dancing on a kundulini snake. She is surrounded by the four animals of the throne of heaven. The snake is emerging from Horus' eye and together they are dancing a table of elements into existence. It means ultimate creation or beginnings. The women represents the first motion, that start of the dance that made the entire universe. The snake is eternal energy that can neither be created nor destroyed. In her perfect understanding, they create the elements that will form a universe. It is the close of the circle and the start of it again. A new Universe and a new Fool. It could meaning moving to a new place, job, or relationship. This is a change brought on by completion instead of destruction. It is a satisfying end, a situation drawing to a close. It is the power of survival and freedom from fear and doubt. You have made it once, you can do it again. You drew the reversed Death. It depicts a black skeleton wearing Osiris' crown and wielding a scythe. He cuts a giant DNA helix of souls while being surrounded by a scorpion, snake, carp, and phoenix. It means sleep walking through life and the destruction of hope. This is the Hanged Man who has accepted reality, but is unable to make the changes after hitting rock bottom. This is prolonged misery into numbness. It is giving up. Do you want me to draw another card? The reversed 6 of Wands: Victory. It depicts six wands in balance, topped with lotus, phoenixes, and winged snakes. It means insolence or Pride. Being wounded along the journey to the point of ruining the result.",3
"Hmm, I'm not sure. Sorry, I'm not sure. Hmm, I don't know that. You have Whose Turn enabled. Do you want to open it? Looks like you haven't added any helpers ... would you like to do so now? Whose Turn's sole purpose on this or any other earth is to cut out the debate and settle whose turn it is, but first we need to setup your helpers...Who's your first helper? Thanks anyway...come back any time!",3
"Ok, Here's Recipe Buddy Sorry, I'm not sure. here are the ingredients to make 12 servings of Chef John's Chocolate Energy Bars",2
The BB20 poll has closed for this season. Thanks for playing. See you next year! <Audio only response> <Audio only response>,3
Here's your news. Here's your news. Here's your news.,5
"<Audio only response> Sorry, I'm not sure. You have Cook Reference enabled. Do you want to open it? Welcome to Cook Reference, you can ask about the safe cooking temperature for any meat or conversions for any popular cooking units. I'm sorry, I currently do not know the temperature for turkey.. What else can I help with?",2
"<Audio only response> Sorry, I'm not sure. You have Airport Security Line Wait Times enabled. Do you want to open it? I'm sorry, I don't understand which airport you want. Sorry, I don't know that. For Help, please visit the help pages on the Amazon web site.",7
"You have Presidential Tweets enabled. Do you want to open it? Here's your Trump Tweet: @michellemalkin You were born stupid! You have Presidential Tweets enabled. Do you want to open it? You have Presidential Tweets enabled. Do you want to open it? Here's your Trump Tweet: Obama is, without question, the WORST EVER president. I predict he will now do something really bad and totally stupid to show manhood! You have Presidential Tweets enabled. Do you want to open it? <Short audio> Welcome to Twitter Reader! I can tell you what is happening, can read your latest mentions, the last tweets you liked, or were posted by you. I can also search for trends by city. When I am reading out a list of tweets or trends, you can ask me to tell you more about the tweet or trend by number. Now, how can I help you? I can do several things for you! I can tell you the top tweets on your home timeline, the last tweets you liked, recent tweets that mention you, or were posted by you. I can also search for trends by city. When I am reading out a list of tweets or trends, you can ask me to tell you more about the tweet or trend by number. Now, how can I help you? Goodbye",9
"ahoy there, what animal sound would you like to hear? Which skill do you want to enable? Which skill do you want to enable? ahoy there, what animal sound would you like to hear? uh oh, I don't know what sound that animal makes, Try saying another animal. Welcome to Name that Animal, so how can I help? Say such commands like: 'Start Game','Start the Game' and 'Play'. So how can I help? Goodbye!",3
"You have PGA TOUR enabled. Do you want to open it? You have PGA TOUR enabled. Do you want to open it? You have PGA TOUR enabled. Do you want to open it? <Audio only response> You have PGA TOUR enabled. Do you want to open it? Hmm, I don't know that one. Sorry, I don't know that. For Help, please visit the help pages on the Amazon web site. Sorry, Iâm not sure about that. For Help, please visit the help pages on the Amazon web site. Sorry, Iâm not sure about that. For Help, please visit the help pages on the Amazon web site.",6
"For Help, please visit the help pages on the Amazon web site.",14
"Originally based on a book series by Robert Kirkman, The Walking Dead is a drama show starring Andrew Lincoln, Norman Reedus, and Melissa McBride. Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins, and must lead a group of survivors to stay alive. So far 9 seasons have completed. Season 10 premieres sometime in 2019. The series has an IMDb rating of 8.3 out of 10 and is rated TV-MA. Originally based on a book series by Robert Kirkman, The Walking Dead is a drama show starring Andrew Lincoln, Norman Reedus, and Melissa McBride. Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins, and must lead a group of survivors to stay alive. So far 9 seasons have completed. Season 10 premieres sometime in 2019. The series has an IMDb rating of 8.3 out of 10 and is rated TV-MA. There are no new episodes or re-runs of The Walking Dead on TV in the next two weeks. The next season of The Walking Dead will start sometime in 2019 on AMC. It is available to stream on Amazon Video and Netflix. Check back for updates once the new season's schedule is announced. Originally based on a book series by Robert Kirkman, The Walking Dead is a drama show starring Andrew Lincoln, Norman Reedus, and Melissa McBride. Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins, and must lead a group of survivors to stay alive. So far 9 seasons have completed. Season 10 premieres sometime in 2019. The series has an IMDb rating of 8.3 out of 10 and is rated TV-MA. There are no new episodes or re-runs of The Walking Dead on TV in the next two weeks. The next season of The Walking Dead will start sometime in 2019 on AMC. It is available to stream on Amazon Video and Netflix. Check back for updates once the new season's schedule is announced. Open TV, formerly Epsilontv, is a Greek free-to-air television station, based in Marousi, Athens. For Help, please visit the help pages on the Amazon web site. Open TV, formerly Epsilontv, is a Greek free-to-air television station, based in Marousi, Athens. For Help, please visit the help pages on the Amazon web site. Open TV, formerly Epsilontv, is a Greek free-to-air television station, based in Marousi, Athens. For Help, please visit the help pages on the Amazon web site.",5
"Gucci Gang contains mature content that may not be suitable for all ages Gucci Gang contains mature content that may not be suitable for all ages Lil Pump says:I fuh-cuh bitsh, I forgot her name yuh Lil Pump says:I can't buy a bitsh no wedding ring ooooh Lil Pump says:I fuh-cuh bitsh, I forgot her name yuh",7
"Ok, for ground, beef, here's a few recipes Ok, for ground, beef, here's a few recipes You have Recipe Finder By Ingredients enabled. Do you want to open it? Sorry, I'm having trouble accessing your Recipe Finder By Ingredients skill right now For Help, please visit the help pages on the Amazon web site.",2
"Welcome to A B C binn go! To hear this game's instructions, say help. Or, If you already know how to play, and have your bingo card ready, say go. Welcome to A B C binn go! To hear this game's instructions, say help. Or, If you already know how to play, and have your bingo card ready, say go. Welcome to A B C binn go! To hear this game's instructions, say help. Or, If you already know how to play, and have your bingo card ready, say go. Welcome to A B C binn go! To hear this game's instructions, say help. Or, If you already know how to play, and have your bingo card ready, say go. ""With this skill, you can play ABC Bin go every day. This game requires a prepared bingo card, with sixteen squares, and one letter of the alphabet, in each space. When I call out a letter, check your bingo card to see if the letter is there. If the letter is on your card, cover the letter with a playing piece. You can choose to play regular bingo, or to play blackout. To play the regular version, cover a complete row, in any direction, on your card. Then, say bin go! To play blackout, continue play until all of the spaces on your card are covered. When all of the spaces are covered, say, ""Blackout."" Anytime Alexa pauses, please say ""next letter"" to keep playing. When you are ready to begin the game, say go. ""Come back tomorrow to play ABC Bingo again. Just say, ""Alexa, open ABC Bingo"" to open the skill again.""",3
"Are you looking for bulbasaur? Jigglypuff, known in Japan as Purin, the PokÃ©mon species in Nintendo and Game Freak's PokÃ©mon franchise. Jigglypuff, known in Japan as Purin, the PokÃ©mon species in Nintendo and Game Freak's PokÃ©mon franchise.",5
"Welcome to Rosetta Stone! What language would you like to learn? Choose from german, spanish, french, italian, japanese, portuguese, russian Welcome to Rosetta Stone! What language would you like to learn? Choose from german, spanish, french, italian, japanese, portuguese, russian Welcome to Rosetta Stone! What language would you like to learn? Choose from german, spanish, french, italian, japanese, portuguese, russian Welcome to Rosetta Stone! What language would you like to learn? Choose from german, spanish, french, italian, japanese, portuguese, russian Choose from german, spanish, french, italian, japanese, portuguese, russian Choose from german, spanish, french, italian, japanese, portuguese, russian",1
"You have Word Play enabled. Do you want to open it? Hmm, I'm not sure. You have Word Play enabled. Do you want to open it? <Audio only response> You have wikiHow enabled. Do you want to open it? Hi! Ask me how to do anything. How to Plant Hydrangeas. Before you plant hydrangeas, find an area in your yard that gets a mix of sun and shade and that has rich, porous soil. Youäó»ll also want to leave enough space for the bushes since they can grow to 4 feet by 4 feet. In the spring, dig a hole as deep as the root ball and 2-3 times as wide, and, once the bush is in place, fill the hole halfway with soil. After you water the hole and allow it to drain for 15 minutes, fill the rest of the hole with soil. Say äóìREAD STEPSäó, if you want me to read each step in detail.",3
"Want more? The film ""Lava, the movie,"" was released about 4 years ago on June 19, 2015. Origins of the meme 'The Floor Is...' date back to April 24, 2016, but it didn't start gaining presence until 2017. Play more? Want more? Thanks for playing The Floor is Lava! I hope you all had fun! Bye bye!",3
